claim_id,claim_text,category,initial_risk,video_id,channel_id,channel_name,video_title,timestamp_sec,extraction_version,final_verdict,confidence,suspicion_score,suspicion_note,human_reviewed,auto_accepted,would_auto_accept_after_all_gates,retrieval_source,reviewer_note,archived_at,archive_reason,source_url,reasoning,source_directness,evidence_stance,source_tier,calibration_flags,reviewer_check_point,reviewer_risk_level,reviewer_source_note,priority_score
631,"68 yaşındaki bir hastada, ellerdeki belirgin tırnak konkavitesi sonrası yapılan tam kan sayımı ve demir çalışmasında demir eksikliği anemisi saptanmıştır.",tanı,low,P4m9F9mykQ8,UCXhDI7n_iC4J9jR3GYJKkcQ,Dr. Stefen Radoslaw ile Fizyoterapi,Nörolog Uyarıyor: 60 Yaş Sonrası Tırnaklarınız Böyleyse 4 Hastalığı Gizliyor Olabilir,737,v2.1,doğrulanmış,0.7,15.0,şüphesiz,0.0,0.0,0.0,native,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5838265/,"Kaynak vaka literatürü, tırnaklarda konkavite (koilonişi/kaşık tırnak) bulgusunun kronik demir eksikliğinin bilinen bir klinik işareti olduğunu ve bu bulgunun klinisyeni demir eksikliği anemisi açısından tetkike yönlendirmesi gerektiğini destekliyor. Vaka raporları (ör. spoon nails vakası) tam kan sayımı ve demir çalışmalarıyla demir eksikliği anemisinin doğrulandığı benzer klinik senaryoları göstermektedir. 68 yaşındaki hastaya özgü bir çalışma olmasa da, yaş ve cinsiyetten bağımsız olarak koilonişi-IDA ilişkisi vaka serileri ve derlemelerle iyi desteklenmiştir; bu nedenle confidence guideline/sistematik derleme düzeyine erişmese de orta-yüksek düzeyde tutulmuştur.",direct,supports,primary_study,"retrieval_cited,specificity_tier:background",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,yüksek,Sağlanan kanıt paketinden,0.0
1087,Göz içi basıncının yükselmesi göz sinirini tahrip eden glokomun temel nedenidir.,mekanizma,medium,A2p88jcmeJY,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,GÖZLERİNİZİ SUÇLAMAYIN — 60 Yaş Sonrası Görmenizi Yıkan Gizli Kan Şekeri Mekanizması,588,v2,doğrulanmış,0.7,15.0,şüphesiz,0.0,0.0,0.0,web_search,,,,https://medlineplus.gov/ency/article/001620.htm,"MedlinePlus ve klinik kılavuz kaynakları göz içi basıncı yükselmesinin optik sinir hasarının en yaygın nedeni olduğunu doğrudan belirtiyor; MedlinePlus 'Most often, optic nerve damage is caused by increased pressure in the eye' diyor ve klinik pratik kılavuzu 'Raised intraocular pressure (IOP) is the main risk factor for the development and progression of glaucoma' ifadesini kullanıyor. Ancak PubMed kanıt paketindeki güncel derlemeler (Inflammation in Glaucoma, Mitochondrial dynamics) glokomun patofizyolojisinin çok faktörlü olduğunu ve IOP'nin tek/mutlak neden olmadığını, normal-tension glokom gibi IOP normal olsa bile hastalığın gelişebildiğini vurguluyor. Bu nedenle iddia yönü doğru ve yerleşik olsa da, 'temel neden' ifadesi güncel bilimsel literatürdeki çok faktörlü mekanizma vurgusuna göre biraz basitleştirilmiş; confidence bunu yansıtacak şekilde orta-yüksek tutuldu.",direct,supports,guideline,"tier_url:encyclopedia->guideline,web_search_override,specificity_tier:supportive",Claude paket dışı bir kaynak buldu — URL'nin iddiayı doğrudan destekleyip desteklemediğine bakın.,orta,Claude'un kendi aramasından (pakette değildi),0.0
839,Sabah uyanınca 15 dakika gün ışığına maruz kalmak beynin biyolojik saatini ayarlar.,mekanizma,low,rHEf_LBFi3k,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,"İleri Yaş Uykusuzluğunun Düşmanı: Ucuz, Bulunması Kolay Ama Son Derece Etkili",1136,v2,doğrulanmış,0.7,15.0,şüphesiz,0.0,0.0,0.0,web_search,,,,https://www.sciencedirect.com/science/article/abs/pii/S1389945714004936,"Bilimsel literatür, sabah ışığının SCN merkezli biyolojik saati faz-ilerletme yönünde etkilediğini net şekilde gösteriyor; paketteki kaynak da ışığın SCN'yi entrain eden ana faktör olduğunu doğruluyor. Ek olarak bulunan çalışmalar, sadece 12-15 dakikalık tek ışık maruziyetinin bile ölçülebilir faz kaymaları (melatonin/DLMO zamanlaması) oluşturabildiğini gösteriyor; örneğin 15 dakikalık dört ayrı sabah ışığı bloğu (1 saatlik grup) belirgin faz ilerlemesi (1.7±0.7 saat) üretmiştir. Ancak 'tam 15 dakika sabah ışığı = saat ayarlanır' iddiası biraz basitleştirilmiş; etki büyüklüğü ışık yoğunluğuna, süreye ve zamana göre değişiyor ve doygunluk eğrisi izliyor, dolayısıyla mekanizma doğru ama kesin '15 dakika yeterli' ifadesi kısmen abartılı/aşırı genelleme sayılabilir.",direct,supports,primary_study,"specificity_tier:background,verdict_reasoning_mismatch,web_search_override","Verdict kendi gerekçesiyle tam örtüşmüyor — Ancak 'tam 15 dakika sabah ışığı = saat ayarlanır' iddiası biraz basitleştirilmiş; etki büyüklüğü ışık yoğunluğuna, süreye ve zamana göre de… kısmının doğrudan kanıtı var mı, bakın.",orta,Claude'un kendi aramasından (pakette değildi),0.0
1176,Ayak sırtındaki derinin çimdiklenip kaldırılamaması (pozitif Stemmer belirtisi) lenf sıvısının yoğun biriktiğinin güçlü bir göstergesidir.,tanı,medium,K7YdDLCZmW0,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,"60 Yaş Sonrası Bacak Şişliği? Kalp Değil, Lenf Sistemi – 5 Dakikada İndir!",758,v2,doğrulanmış,0.7,15.0,şüphesiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/31624689/,"Klinik lenfosintigrafi çalışması, pozitif Stemmer belirtisinin lenfödem için %92 duyarlılıkla güçlü bir gösterge olduğunu doğrudan test etmiştir; ayak/el sırtındaki derinin çimdiklenememesi lenfatik disfonksiyonla ilişkilendirilmiştir. Ancak özgüllük sadece %57 olup obezite gibi durumlarda yanlış pozitiflik görülebildiğinden, iddia yönü doğru ama 'kesin/mutlak' bir gösterge olarak aşırı genelleme içerebilir. Bu nedenle güçlü destekleyici kanıt var ancak tam kesinlik iddiası için sınırlamalar mevcut.",direct,supports,primary_study,"retrieval_cited,specificity_tier:background,verdict_reasoning_mismatch","Verdict kendi gerekçesiyle tam örtüşmüyor — Ancak özgüllük sadece %57 olup obezite gibi durumlarda yanlış pozitiflik görülebildiğinden, iddia yönü doğru ama 'kesin/mutlak' bir gösterge… kısmının doğrudan kanıtı var mı, bakın.",yüksek,Sağlanan kanıt paketinden,0.0
837,Çörek otu tansiyonu ve açlık kan şekerini hafifçe düşürme eğilimindedir.,mekanizma,high,rHEf_LBFi3k,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,"İleri Yaş Uykusuzluğunun Düşmanı: Ucuz, Bulunması Kolay Ama Son Derece Etkili",1068,v2,doğrulanmış,0.7,15.0,şüphesiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/41858302/,"GRADE değerlendirmeli, 31 RCT ve 2145 katılımcılı meta-analiz, Nigella sativa (çörek otu) takviyesinin sistolik kan basıncında yaklaşık 3.25 mmHg, diyastolik kan basıncında 2.75 mmHg ve açlık kan şekerinde (FBS) yaklaşık 18.6 mg/dL istatistiksel olarak anlamlı ama mütevazı düşüşle ilişkili olduğunu göstermektedir. Aynı makale bu etkileri 'modest' (hafif/mütevazı) olarak nitelendirip klinik önemlerinin sınırlı olabileceğini vurgulamaktadır, bu da iddiadaki 'hafifçe düşürme eğilimi' ifadesiyle örtüşmektedir. Diğer bağımsız meta-analizler (örn. blood pressure odaklı 11 RCT'lik derleme) de benzer yönde ~3 mmHg SBP/DBP düşüşü bulmuştur, ancak bireysel küçük çalışmalarda (örn. [1] numaralı ekmek çalışması) anlamlı etki bulunmaması kanıtın heterojen olduğunu göstermektedir; genel havuzlanmış veri yönü destekler ama etki büyüklüğü küçüktür.",direct,supports,primary_study,"tier_url:systematic_review->primary_study,retrieval_cited,specificity_tier:background",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,yüksek,Sağlanan kanıt paketinden,0.0
1088,Vakadaki hastanın açlık kan şekeri 102 mg/dL olup klinik olarak diyabet tanısı almamıştır.,tanı,low,A2p88jcmeJY,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,GÖZLERİNİZİ SUÇLAMAYIN — 60 Yaş Sonrası Görmenizi Yıkan Gizli Kan Şekeri Mekanizması,689,v2,doğrulanmış,0.7,15.0,şüphesiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/32525987/,"ADA kriterlerine göre açlık kan şekeri 100-125 mg/dL aralığı prediyabet (bozulmuş açlık glukozu) olarak sınıflandırılır; diyabet tanısı için eşik 126 mg/dL ve üzeridir. 102 mg/dL bu prediyabet aralığında olduğundan, hastanın klinik olarak diyabet tanısı almamış olması kriterlerle uyumludur. Ayrıca pakette yer alan [5] numaralı kaynakta da 102 mg/dL'lik açlık glukozunun 'borderline impaired fasting glucose' (sınırda bozulmuş açlık glukozu) olarak tanımlandığı ve diyabet tanısı anlamına gelmediği doğrudan belirtilmiştir.",direct,supports,primary_study,"retrieval_cited,specificity_tier:background,no_direct_evidence_expected",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,yüksek,Sağlanan kanıt paketinden,0.0
700,"Sebze suyu (havuç, ıspanak, pancar) içmek böbrek hastaları için tehlikelidir çünkü potasyum emilimini yavaşlatan lifler kaybolur ve yoğun potasyum alınır.",önleme,high,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,1264,v2.1,doğrulanmış,0.7,15.0,şüphesiz,0.0,0.0,0.0,native,,,,https://www.kidney.org/news-stories/to-juice-or-not-to-juice,"National Kidney Foundation ve DaVita gibi güvenilir kaynaklar, sebze/meyve suyu sıkma işleminde lifin kaybolduğunu ve bu nedenle böbrek hastaları için potasyum yükünün arttığını açıkça belirtiyor. Kidney.org, 'Most juicing recipes contain fruits or vegetables that are high in potassium content: oranges, bananas, mangoes, strawberries, spinach, and tomatoes' diyerek ve bir portakalın 240 mg potasyum içerirken suyunun 500 mg'a çıktığını göstererek bu artışı sayısal olarak destekliyor. DaVita da benzer şekilde 'with most juicing machines fiber is removed' ve bazı tariflerin 'more than 2000 mg of potassium in just one serving' içerebileceğini belirtiyor. Ancak iddianın 'lifin potasyum emilimini yavaşlattığı' mekanizması (leaching/liflerin bağırsakta emilimi geciktirmesi teorisi) doğrudan kaynaklarda kanıtlanmış bir fizyolojik mekanizma olarak değil, dolaylı olarak (fiber kaybı = daha yoğun potasyum) ele alınıyor; bu yüzden 'tehlikeli' yönü doğrulanmış olsa da spesifik mekanizma iddiası biraz basitleştirilmiş, confidence tam guideline-direct seviyesine çıkarılmadı.",direct,supports,guideline,,Model 'doğrulanmış' dedi — kaynak URL'si ve gerekçe iddiayla örtüşüyor mu kontrol edin.,yüksek,Kaynak türü belirtilmedi,0.0
623,Tırnaklar ayda yaklaşık 3 mm büyür ve bu büyüme sırasında geçmiş dönemdeki beslenme ve metabolik durumu kaydeder.,diğer,low,P4m9F9mykQ8,UCXhDI7n_iC4J9jR3GYJKkcQ,Dr. Stefen Radoslaw ile Fizyoterapi,Nörolog Uyarıyor: 60 Yaş Sonrası Tırnaklarınız Böyleyse 4 Hastalığı Gizliyor Olabilir,121,v2.1,doğrulanmış,0.7,15.0,şüphesiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/19744178/,"Sağlanan PubMed kaynağı (He ve ark., 2009) 22 sağlıklı Amerikalı genç yetişkinde parmak tırnağı büyüme hızını ortalama 3,47 mm/ay olarak ölçmüştür ki bu ~3 mm/ay iddiasını doğrudan destekler; ek olarak diğer çalışmalar (sol baş parmak için 3,14 mm/ay) benzer değerler bulmuştur. İkinci bileşen olan tırnakların geçmiş beslenme/metabolik durumu 'kaydetmesi' de literatürde tırnak kırpıntılarının epidemiyolojik çalışmalarda diyet ve çevresel maruziyeti değerlendirmek için biyobelirteç olarak kullanıldığı, uzun süreli maruziyeti ve mineral metabolizması örüntülerini yansıttığı şeklinde desteklenmektedir. Her iki bileşen de kaynaklarla aynı yönde (destekleyici) olduğundan iddia doğrulanmış olarak değerlendirilebilir, ancak büyüme hızı bireysel faktörlere (yaş, cinsiyet, parmak) göre değişkenlik gösterdiğinden kesinlik tam değildir.",direct,supports,primary_study,"retrieval_cited,specificity_tier:background","Bileşik iddia — bileşenlerden biri destekleniyor, diğeri desteklenmiyor olabilir. Hangi bileşenin sorunlu olduğuna bakın.",düşük,Sağlanan kanıt paketinden,0.0
1273,İleri yaştaki bireylerde kas protein sentezi şalterinin açılması için tek seferde yaklaşık 3 gram lösine ihtiyaç vardır.,doz,medium,jP5XF06OLbo,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaşından Sonra Kas Yapmak İçin Kahvenize Ekleyeceğiniz Gizli Karışım,1178,v2.1,doğrulanmış,0.72,14.0,şüphesiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/34307436/,"Zaromskyte ve ark.'nın sistematik derlemesi, leusin tetikleyici hipotezini 29 çalışma üzerinden değerlendirmiş ve inceleme sonuçlarına göre kas protein sentezinin maksimal uyarılması için özellikle yaşlı yetişkinlerde tek öğünde yaklaşık 3 g leusin eşiği önerilmiştir. Bu bulgu ayrıca PMC11099237 kaynağında da yaşlı yetişkinlerin (>60 yaş) MPS'yi uyarmak için en az ~2.8 g leusin içeren öğünlere ihtiyaç duyduğu şeklinde desteklenmektedir, dolayısıyla iddia mevcut literatürle uyumludur. Ancak eşik değeri kesin bir fizyolojik 'switch' değil, çalışmalar arası heterojenlik içeren istatistiksel bir yaklaşım olduğundan tam kesinlik iddia edilemez.",direct,supports,primary_study,"tier_url:systematic_review->primary_study,retrieval_cited,specificity_tier:background",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,yüksek,Sağlanan kanıt paketinden,0.0
1031,Artan bağırsak geçirgenliği (leaky gut) durumunda bakteri parçacıkları ve toksinler kan dolaşımına sızar ve düşük seviyeli kronik iltihaplanmaya yol açar.,mekanizma,medium,3bZ0Ew2BiLI,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaş Sonrasi İnce Saç Yaşlanma Deği̇l…Bağirsaklariniz!,547,v2,doğrulanmış,0.72,14.0,şüphesiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/37505311/,"Birden fazla derleme/narrative review makalesi, artmış bağırsak geçirgenliğinin (leaky gut) bakteriyel ürünlerin (LPS, endotoksin, bakteri metabolitleri) dolaşıma geçmesine ve bunun sistemik/kronik inflamasyona yol açtığını doğrudan ele alıyor. Bu mekanizma tanımı literatürde yerleşiktir ve kaynaklar iddiayı doğrudan destekliyor, ancak 'leaky gut' terimi ve klinik önemi bazı kaynaklarda hâlâ tartışmalı bir kavram olarak nitelenmekte, bu da confidence'ı 0.75'in altında tutmayı gerektiriyor.",direct,supports,primary_study,"tier_url:systematic_review->primary_study,retrieval_cited,specificity_tier:background","Bileşik iddia — bileşenlerden biri destekleniyor, diğeri desteklenmiyor olabilir. Hangi bileşenin sorunlu olduğuna bakın.",orta,Sağlanan kanıt paketinden,0.0
1141,Gizli sodyum (aşırı tuz) tüketimi damar duvarlarında hasarı körükler.,mekanizma,low,Iw1akJ5SQgM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Varis Damarları Kayboluyor — Doktorların Asla Reçete Etmediği 5 Dakikalık Akşam Ritüeli,1019,v2,doğrulanmış,0.72,14.0,şüphesiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/36700429/,"Paketteki kanıtlar iddiayı doğrudan destekliyor: fazla tuz (gizli sodyum dahil) alımının damar duvarında hasara yol açtığı hem klinik hem hayvan çalışmalarıyla gösterilmiş. [3] high-salt diyetin endotel glikokaliksinde ve endotel hücre proteomunda belirgin bozulma yarattığını, damar duvarında inflamasyon ve makrofaj infiltrasyonu ile birlikte damar bütünlüğünün azaldığını bulmuş. [5] 28 günlük yüksek tuz diyetinin endotel disfonksiyonu ve vasküler senesansı tetiklediğini, bunun immün aktivasyon yoluyla damar hasarına yol açtığını göstermiş. [1] ve [4] ayrıca tuz alımının endotel disfonksiyonuna ve damar duvarında yapısal/fonksiyonel bozulmaya katkıda bulunduğunu destekliyor; ancak bu mekanizmalar ağırlıklı olarak hayvan/deneysel modellerden geldiği için ve 'gizli sodyum' (işlenmiş gıdalardaki fark edilmeyen tuz) ifadesi spesifik olarak test edilmediği için confidence tam üst düzeye çıkarılmadı.",direct,supports,primary_study,"retrieval_cited,specificity_tier:background,no_direct_evidence_expected",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,düşük,Sağlanan kanıt paketinden,0.0
355,Kırmızı pancar diyetteki sebzeler arasında inorganik diyet nitratı açısından en zengin kaynaklardan biridir.,diğer,low,QBlBHEf0jm4,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Bu 30 Cent'lik Sebze 60 Yaş Sonrası Beyninizin Hafıza Merkezini Yeniden İnşa Ediyor,388,v1,doğrulanmış,0.72,14.0,şüphesiz,0.0,0.0,0.0,native,,,,https://doi.org/10.3390/foods10040859,"Paketteki narrative review pancarı yüksek nitrat içeriği ve kendine özgü antioksidan profiliyle nitrat açısından zengin sebzelerin en iyi örneği olarak tanımlıyor; ayrıca pancar diğer nitrat kaynaklarıyla kıyaslandığında niron-drug terapi için en iyi seçim olarak öne çıkarılıyor. Polonya izleme çalışması pancarda medyan 1260 mg NO3/kg (95. persentilde 3222 mg/kg) bulmuş, bu değer aynı çalışmadaki lahanadan yüksek ve genel literatürde pancar tutarlı biçimde 'çok yüksek' (>2500 mg/kg bazı kaynaklara göre) nitrat sınıfında yer alıyor. Bununla birlikte ıspanak ve roka gibi bazı yaprak sebzelerin de benzer veya bazı çalışmalarda daha yüksek aralıklarda olduğu bildirildiği için pancar 'tartışmasız en zengin tek kaynak' değil, 'en zengin kaynaklardan biri' ifadesiyle tutarlı; bu nedenle iddia doğrulanmış sayılabilir ama mükemmel kesinlik değil.",direct,supports,primary_study,"tier_url:systematic_review->primary_study,retrieval_cited,specificity_tier:supportive",Model 'doğrulanmış' dedi — kaynak URL'si ve gerekçe iddiayla örtüşüyor mu kontrol edin.,düşük,Sağlanan kanıt paketinden,0.0
1037,"Saç sağlığı için asıl önemli belirteç serum demiri değil, demir deposunu gösteren ferritin seviyesidir.",tanı,medium,3bZ0Ew2BiLI,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaş Sonrasi İnce Saç Yaşlanma Deği̇l…Bağirsaklariniz!,653,v2,doğrulanmış,0.72,14.0,şüphesiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/37820340/,"Klinik literatür, saç dökülmesi değerlendirmesinde demir depolarını yansıtan serum ferritinin kullanılmasını önerirken serum demiri bu bağlamda standart bir belirteç olarak önerilmiyor. PubMed/Cutis derlemesi ferritinin demir eksikliğini dışlamak için klinik olarak kullanışlı bir araç olduğunu belirtiyor ve bunun demir homeostazının önemli bir gösterge olduğunu vurguluyor; JAAD derlemesi de tanı konfirmasyonunda serum ferritin konsantrasyonunun kullanıldığını, serum demirinin ise sadece ek testler arasında yer aldığını belirtiyor. Ancak ferritinin akut faz reaktanı olması nedeniyle enflamasyonda yanıltıcı olabileceği de aynı kaynaklarda not ediliyor, bu da iddiayı tam 'doğru' değil güçlü destekli ama nüanslı kılıyor; bu yüzden confidence tam yüksek değil.",direct,supports,primary_study,"tier_url:systematic_review->primary_study,retrieval_cited,specificity_tier:background",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,yüksek,Sağlanan kanıt paketinden,0.0
926,"Bel çevresinde ani açıklanamayan hızlı kilo artışı, aşırı yorgunluk ve kaşların dış kısmında dökülme birlikte görülüyorsa bu ciddi bir tıbbi durumu işaret eder.",tanı,high,n6vtphTbq9k,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,"60 Yaş Sonrasi Karin Yağini Neden Veremi̇yorsunuz — Kalori Değil, Bu Hormon Suçlu!",125,v2,doğrulanmış,0.72,14.0,şüphesiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/41217125/,"Paketteki vaka raporları ve inceleme, hipotiroidizmin (özellikle Hashimoto tiroiditi) klinik tablosunda kilo artışı, aşırı yorgunluk/letarji ve kaşların dış üçte birinde dökülme (Hertoghe/Queen Anne belirtisi) birlikte görülebildiğini gösteriyor. PMC12617399'daki vaka, 'recurrent vomiting, poor appetite, lethargy' ile birlikte 'outer eyebrow hair loss' bulgularını ve bunun uzun süreli tedavisiz hipotiroidizme bağlı olduğunu belirtiyor; ayrıca web araması sonucu Oxford Academic makalesi bu üçlünün altta yatan tedavi edilmemiş hipotiroidizmin myxedema koma, çoklu organ yetmezliği ve ölüme kadar ilerleyebileceğini vurgulayarak durumun ciddiyetini doğruluyor. Kilo artışının 'ani/hızlı' ve 'bel çevresinde' olması vaka raporlarında spesifik olarak belirtilmese de (genellikle kademeli kilo değişimi tarif ediliyor), üç semptomun (yorgunluk, kilo artışı, dış kaş dökülmesi) birlikteliğinin altta yatan ciddi bir endokrin bozukluğu (hipotiroidizm/Hashimoto) işaret ettiği güçlü klinik kanıtla destekleniyor; confidence'ı 'ani/hızlı' vurgusunun kaynaklarla tam örtüşmemesi nedeniyle 0.75'in altında tutuyorum.",direct,supports,primary_study,"retrieval_cited,specificity_tier:supportive,verdict_reasoning_mismatch","Verdict kendi gerekçesiyle tam örtüşmüyor — Kilo artışının 'ani/hızlı' ve 'bel çevresinde' olması vaka raporlarında spesifik olarak belirtilmese de (genellikle kademeli kilo değişimi t… kısmının doğrudan kanıtı var mı, bakın.",yüksek,Sağlanan kanıt paketinden,0.0
1294,Proteinin böbrekleri çürüttüğü iddiası bir efsanedir ve sadece böbrek hastalarına özgü verilerden yanlış genellenmiştir.,mekanizma,medium,jP5XF06OLbo,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaşından Sonra Kas Yapmak İçin Kahvenize Ekleyeceğiniz Gizli Karışım,1719,v2.1,doğrulanmış,0.72,14.0,şüphesiz,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/38626029/,"Paketteki [3] numaralı derleme (Journal of the International Society of Sports Nutrition, 2024) 'Is protein harmful to your kidneys?' sorusunu doğrudan ele alıyor ve bilimsel kanıtların bu iddiayı desteklemediğini gösteriyor. Web aramasıyla bulunan McMaster Üniversitesi meta-analizi (Journal of Nutrition, 2018), 28 çalışmayı (1300+ katılımcı, sağlıklı/obez/diyabetli bireyler) inceleyerek 'protein causing kidney damage just lacks any support' sonucuna ulaşmış ve bu efsanenin kökeninin 1980'lerde hayvan çalışmalarına (örn. sıçan/tavşan modellerine) dayandığını, sağlıklı insanlara hatalı genellendiğini destekliyor. PMC1262767 derlemesi de mevcut böbrek hastalığı tedavisinde protein kısıtlamasının uygun olabileceğini ancak sağlıklı bireylerde yüksek protein alımının böbrek fonksiyonuna zararlı etkisine dair anlamlı kanıt bulunmadığını belirtiyor - bu, iddianın 'sadece hasta verilerinden genelleme' bileşenini de destekliyor. Confidence sistematik derleme/meta-analiz düzeyinde olduğu ve doğrudan iddiayı ele aldığı için orta-yüksek tutuldu, ancak CKD hastalarında protein kısıtlamasının hâlâ standart olması nedeniyle tam 0.75 üstüne çıkarılmadı.",direct,supports,primary_study,"retrieval_cited,specificity_tier:background,tier_url:systematic_review->primary_study,verdict_reasoning_mismatch","Verdict kendi gerekçesiyle tam örtüşmüyor — PMC1262767 derlemesi de mevcut böbrek hastalığı tedavisinde protein kısıtlamasının uygun olabileceğini ancak sağlıklı bireylerde yüksek prot… kısmının doğrudan kanıtı var mı, bakın.",orta,Sağlanan kanıt paketinden,0.0
984,3 haftadan uzun süren ses kısıklığı dikkatle değerlendirilmesi gereken bir belirtidir.,tanı,high,eiB05V3HVes,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaş Sonrasi Hi̇ndi̇ Boynu 30 Sani̇yeli̇k Çene Egzersi̇zi̇yle Eri̇yor — Ameli̇yat Yok!,247,v2,doğrulanmış,0.72,14.0,şüphesiz,0.0,0.0,0.0,web_search,,,,https://pubmed.ncbi.nlm.nih.gov/29494321/,"AAO-HNS Klinik Uygulama Kılavuzu (2018 güncellemesi), disfoni 4 hafta içinde düzelmez veya iyileşmezse laringoskopi yapılmasını önerirken, eski kılavuz 3 aylık eşik kullanıyordu; ayrıca eleştiri makalesi 2-4 haftalık bir aralıktan bahsediyor. PubMed'deki 'Vocal Cord Disorders' özeti de disfoni 4 haftadan uzun sürerse laringoskopi gerektiğini belirtiyor, bu da 3 haftalık eşiği 'dikkatle değerlendirilmesi gereken' bir süre olarak destekliyor ancak kesin eşik 3 değil 4 hafta olarak kılavuzlarda geçiyor. Sigara/alkol öyküsü veya diğer risk faktörleri varsa 2 haftadan sonra bile değerlendirme önerildiğinden, iddianın yönü (uzun süreli ses kısıklığının dikkat gerektirmesi) güçlü kanıtla destekleniyor, ama tam 3 hafta sayısı kılavuzlarda birebir yer almıyor.",direct,supports,primary_study,"tier_url:guideline->primary_study,web_search_override,specificity_tier:background",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,yüksek,Claude'un kendi aramasından (pakette değildi),0.0
1083,Lütein ve zeaksantin pigmentleri makulayı zararlı mavi ve ultraviyole ışıktan koruyarak hücre hasarını engeller.,mekanizma,low,A2p88jcmeJY,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,GÖZLERİNİZİ SUÇLAMAYIN — 60 Yaş Sonrası Görmenizi Yıkan Gizli Kan Şekeri Mekanizması,489,v2,doğrulanmış,0.72,14.0,şüphesiz,0.0,1.0,1.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/11437346/,"Kanıt paketindeki ve ek aramadaki kaynaklar iddiayı doğrudan destekliyor: makuladaki lutein ve zeaksantin mavi ışığı filtreleyerek ve oksidatif stresi azaltarak hücre hasarını önleyen bir mekanizma olarak tanımlanıyor. Liposom çalışması filtre etkinliğini gösteriyor, sistematik derleme dozla MPOD artışını doğruluyor, RPE hücre çalışması da UV kaynaklı hasara karşı koruma gösteriyor. UV bileşeni için kanıt daha sınırlı (çoğu kaynak esas olarak 'mavi ışık'a odaklanıyor, UV koruması lens tarafından da sağlanıyor ve doğrudan makula pigmenti-UV ilişkisi daha az çalışılmış), bu nedenle tam 'direct guideline' güveni yerine orta-yüksek confidence uygundur.",direct,supports,primary_study,"retrieval_cited,specificity_tier:background",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,düşük,Sağlanan kanıt paketinden,0.0
